TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
R2510,9700000US1304380,"Richmond County School District, Georgia",87,"132,100","+/-10,959"
R2510,9700000US1304410,"Rockdale County School District, Georgia",87,"230,500","+/-14,266"
R2510,9700000US1305370,"Walker County School District, Georgia",87,"145,700","+/-22,284"
R2510,9700000US1305390,"Walton County School District, Georgia",87,"275,200","+/-13,031"
R2510,9700000US1305700,"Whitfield County School District, Georgia",87,"170,200","+/-16,960"
R2510,9700000US1500030,"Hawaii Department of Education, Hawaii",87,"722,500","+/-13,667"
R2510,9700000US1600360,"Boise City Independent School District 1, Idaho",87,"468,800","+/-13,116"
R2510,9700000US1600780,"Coeur d'Alene School District 271, Idaho",87,"477,200","+/-20,365"
R2510,9700000US1601530,"Idaho Falls School District 91, Idaho",87,"330,000","+/-17,196"
R2510,9700000US1602100,"Meridian Joint School District 2, Idaho",87,"463,200","+/-17,608"
R2510,9700000US1602340,"Nampa School District 131, Idaho",87,"365,100","+/-16,991"
R2510,9700000US1602640,"Pocatello School District 25, Idaho",87,"252,600","+/-13,897"
R2510,9700000US1704680,"Aurora East Unit School District 131, Illinois",87,"189,400","+/-14,076"
R2510,9700000US1704710,"Aurora West Unit School District 129, Illinois",87,"225,000","+/-9,342"
R2510,9700000US1708550,"Community Unit School District 300, Illinois",87,"274,300","+/-10,109"
R2510,9700000US1709420,"Champaign Community Unit School District 4, Illinois",87,"196,300","+/-16,415"
R2510,9700000US1709930,"Chicago Public School District 299, Illinois",87,"297,300","+/-4,027"
R2510,9700000US1713710,"School District U-46, Illinois",87,"250,100","+/-7,922"
R2510,9700000US1727710,"Naperville Community Unit District 203, Illinois",87,"442,800","+/-10,656"
R2510,9700000US1728620,"McLean County Unit School District 5, Illinois",87,"199,500","+/-13,442"
R2510,9700000US1730270,"Oswego Community Unit School District 308, Illinois",87,"280,100","+/-16,394"
R2510,9700000US1731230,"Peoria School District 150, Illinois",87,"101,000","+/-8,638"
R2510,9700000US1731740,"Plainfield School District 202, Illinois",87,"290,600","+/-8,892"
R2510,9700000US1734510,"Rockford School District 205, Illinois",87,"121,800","+/-6,520"
R2510,9700000US1737080,"Springfield School District 186, Illinois",87,"119,600","+/-6,537"
R2510,9700000US1737170,"St. Charles Community Unit School District 303, Illinois",87,"377,100","+/-18,040"
R2510,9700000US1740070,"Valley View Community Unit School District 365U, Illinois",87,"230,600","+/-9,967"
R2510,9700000US1741250,"Waukegan Community Unit School District 60, Illinois",87,"160,400","+/-5,654"
R2510,9700000US1741690,"Indian Prairie Community Unit School District 204, Illinois",87,"386,800","+/-16,703"
R2510,9700000US1742180,"Community Unit School District 200, Illinois",87,"398,600","+/-16,265"
R2510,9700000US1800150,"Anderson Community School Corporation, Indiana",87,"118,900","+/-9,069"
R2510,9700000US1800360,"Bartholomew County School Corporation, Indiana",87,"192,800","+/-10,299"
R2510,9700000US1800630,"Monroe County Community School Corporation, Indiana",87,"237,400","+/-13,513"
R2510,9700000US1801200,"Carmel Clay Schools, Indiana",87,"391,300","+/-18,373"
R2510,9700000US1802850,"East Allen County Schools, Indiana",87,"161,000","+/-8,503"
R2510,9700000US1803270,"Elkhart Community Schools, Indiana",87,"159,600","+/-14,142"
R2510,9700000US1803450,"Evansville-Vanderburgh School Corporation, Indiana",87,"155,100","+/-7,617"
R2510,9700000US1803630,"Fort Wayne Community Schools, Indiana",87,"144,700","+/-4,546"
R2510,9700000US1803940,"Greater Clark County Schools, Indiana",87,"186,400","+/-13,556"
R2510,9700000US1804320,"Hammond School City, Indiana",87,"131,600","+/-7,930"
R2510,9700000US1804770,"Indianapolis Public Schools, Indiana",87,"160,400","+/-7,789"
R2510,9700000US1805450,"Lake Central School Corporation, Indiana",87,"275,400","+/-13,289"
R2510,9700000US1805670,"Lawrence Township Metropolitan School District, Indiana",87,"210,500","+/-14,336"
R2510,9700000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",87,"203,700","+/-11,919"
R2510,9700000US1807650,"Noblesville Schools, Indiana",87,"267,300","+/-28,005"
R2510,9700000US1808820,"Perry Township Metropolitan School District, Indiana",87,"198,600","+/-12,087"
R2510,9700000US1808910,"Pike Township Metropolitan School District, Indiana",87,"177,700","+/-11,179"
R2510,9700000US1810290,"South Bend Community School Corporation, Indiana",87,"147,600","+/-8,063"
R2510,9700000US1810650,"Hamilton Southeastern Schools, Indiana",87,"325,100","+/-19,849"
R2510,9700000US1811340,"Tippecanoe School Corporation, Indiana",87,"226,500","+/-16,848"
R2510,9700000US1812090,"Vigo County School Corporation, Indiana",87,"130,900","+/-8,390"
R2510,9700000US1812360,"Warren Township Metropolitan School District, Indiana",87,"164,300","+/-9,692"
R2510,9700000US1812720,"Washington Township Metropolitan School District, Indiana",87,"273,900","+/-15,792"
R2510,9700000US1812810,"Wayne Township Metropolitan School District, Indiana",87,"154,000","+/-9,979"
R2510,9700000US1903690,"Ankeny Community School District, Iowa",87,"291,800","+/-33,682"
R2510,9700000US1906540,"Cedar Rapids Community School District, Iowa",87,"165,400","+/-4,364"
R2510,9700000US1908580,"Davenport Community School District, Iowa",87,"147,400","+/-7,268"
R2510,9700000US1908970,"Des Moines Independent Community School District, Iowa",87,"163,400","+/-4,154"
R2510,9700000US1909480,"Dubuque Community School District, Iowa",87,"190,500","+/-7,723"
R2510,9700000US1914700,"Iowa City Community School District, Iowa",87,"268,900","+/-20,406"
R2510,9700000US1926400,"Sioux City Community School District, Iowa",87,"153,800","+/-6,349"
R2510,9700000US1930480,"Waterloo Community School District, Iowa",87,"140,200","+/-11,203"
R2510,9700000US1930510,"Waukee Community School District, Iowa",87,"307,500","+/-22,777"
R2510,9700000US2007950,"Kansas City Unified School District 500, Kansas",87,"116,700","+/-6,057"
R2510,9700000US2008400,"Lawrence Unified School District 497, Kansas",87,"237,200","+/-14,655"
R2510,9700000US2010140,"Olathe Unified School District 233, Kansas",87,"323,300","+/-8,779"
R2510,9700000US2011640,"Shawnee Mission Public Schools Unified School District, Kansas",87,"293,700","+/-7,593"
R2510,9700000US2012000,"Blue Valley Unified School District 229, Kansas",87,"463,100","+/-14,444"
R2510,9700000US2012260,"Topeka Public Schools Unified School District 501, Kansas",87,"94,900","+/-6,810"
R2510,9700000US2012990,"Wichita Unified School District 259, Kansas",87,"142,800","+/-6,690"
R2510,9700000US2100510,"Boone County School District, Kentucky",87,"231,800","+/-15,922"
R2510,9700000US2100750,"Bullitt County School District, Kentucky",87,"198,700","+/-9,054"
R2510,9700000US2101470,"Daviess County School District, Kentucky",87,"188,600","+/-17,165"
R2510,9700000US2101860,"Fayette County School District, Kentucky",87,"242,400","+/-7,570"
R2510,9700000US2102490,"Hardin County School District, Kentucky",87,"185,400","+/-15,113"
R2510,9700000US2102990,"Jefferson County School District, Kentucky",87,"221,700","+/-5,362"
R2510,9700000US2103090,"Kenton County School District, Kentucky",87,"233,100","+/-9,930"
R2510,9700000US2103720,"Madison County School District, Kentucky",87,"212,100","+/-18,628"
R2510,9700000US2104530,"Oldham County School District, Kentucky",87,"342,600","+/-15,315"
R2510,9700000US2105730,"Warren County School District, Kentucky",87,"235,200","+/-18,088"
R2510,9700000US2200090,"Ascension Parish School District, Louisiana",87,"224,600","+/-14,625"
R2510,9700000US2200270,"Bossier Parish School District, Louisiana",87,"209,900","+/-17,315"
R2510,9700000US2200300,"Caddo Parish School District, Louisiana",87,"161,200","+/-11,776"
R2510,9700000US2200330,"Calcasieu Parish School District, Louisiana",87,"207,900","+/-12,713"
R2510,9700000US2200540,"East Baton Rouge Parish School District, Louisiana",87,"225,900","+/-10,670"
R2510,9700000US2200720,"Iberia Parish School District, Louisiana",87,"140,900","+/-18,113"
R2510,9700000US2200840,"Jefferson Parish School District, Louisiana",87,"220,300","+/-7,554"
R2510,9700000US2200870,"Lafayette Parish School District, Louisiana",87,"205,500","+/-14,108"
R2510,9700000US2200900,"Lafourche Parish School District, Louisiana",87,"166,100","+/-13,891"
R2510,9700000US2201020,"Livingston Parish School District, Louisiana",87,"217,200","+/-12,317"
R2510,9700000US2201170,"Orleans Parish School District, Louisiana",87,"279,100","+/-8,783"
R2510,9700000US2201200,"Ouachita Parish School District, Louisiana",87,"178,900","+/-15,620"
R2510,9700000US2201290,"Rapides Parish School District, Louisiana",87,"169,800","+/-12,249"
R2510,9700000US2201560,"St. Landry Parish School District, Louisiana",87,"130,700","+/-30,137"
R2510,9700000US2201650,"St. Tammany Parish School District, Louisiana",87,"259,800","+/-8,560"
R2510,9700000US2201680,"Tangipahoa Parish School District, Louisiana",87,"191,300","+/-24,833"
R2510,9700000US2201740,"Terrebonne Parish School District, Louisiana",87,"174,900","+/-18,187"
R2510,9700000US2309930,"Portland, Maine",87,"443,000","+/-25,284"
R2510,9700000US2400030,"Allegany County Public Schools, Maryland",87,"135,400","+/-10,548"
R2510,9700000US2400060,"Anne Arundel County Public Schools, Maryland",87,"418,200","+/-10,661"
R2510,9700000US2400090,"Baltimore City Public Schools, Maryland",87,"193,100","+/-7,340"
R2510,9700000US2400120,"Baltimore County Public Schools, Maryland",87,"313,800","+/-6,586"
R2510,9700000US2400150,"Calvert County Public Schools, Maryland",87,"411,700","+/-18,993"
R2510,9700000US2400210,"Carroll County Public Schools, Maryland",87,"391,100","+/-10,563"
R2510,9700000US2400240,"Cecil County Public Schools, Maryland",87,"305,200","+/-15,322"
R2510,9700000US2400270,"Charles County Public Schools, Maryland",87,"371,000","+/-9,122"
R2510,9700000US2400330,"Frederick County Public Schools, Maryland",87,"399,700","+/-11,553"
R2510,9700000US2400390,"Harford County Public Schools, Maryland",87,"333,900","+/-11,084"
R2510,9700000US2400420,"Howard County Public Schools, Maryland",87,"529,300","+/-12,961"
R2510,9700000US2400480,"Montgomery County Public Schools, Maryland",87,"572,600","+/-9,664"
R2510,9700000US2400510,"Prince George's County Public Schools, Maryland",87,"378,800","+/-4,371"
R2510,9700000US2400600,"St. Marys County Public Schools, Maryland",87,"356,400","+/-16,432"
R2510,9700000US2400660,"Washington County Public Schools, Maryland",87,"246,500","+/-13,044"
R2510,9700000US2400690,"Wicomico County Public Schools, Maryland",87,"219,500","+/-16,030"
R2510,9700000US2502790,"Boston School District, Massachusetts",87,"659,700","+/-18,243"
R2510,9700000US2503090,"Brockton School District, Massachusetts",87,"367,500","+/-14,037"
R2510,9700000US2503270,"Cambridge School District, Massachusetts",87,"1,006,100","+/-53,736"
R2510,9700000US2504830,"Fall River School District, Massachusetts",87,"347,600","+/-17,446"
R2510,9700000US2504980,"Framingham School District, Massachusetts",87,"575,400","+/-31,085"
R2510,9700000US2505970,"Haverhill School District, Massachusetts",87,"420,900","+/-16,731"
R2510,9700000US2506660,"Lawrence School District, Massachusetts",87,"377,500","+/-39,084"
R2510,9700000US2507020,"Lowell School District, Massachusetts",87,"380,400","+/-22,136"
R2510,9700000US2507110,"Lynn School District, Massachusetts",87,"423,800","+/-23,569"
R2510,9700000US2507170,"Malden School District, Massachusetts",87,"586,200","+/-42,556"
R2510,9700000US2508430,"New Bedford School District, Massachusetts",87,"305,600","+/-14,954"
R2510,9700000US2508610,"Newton School District, Massachusetts",87,"1,147,300","+/-44,295"
R2510,9700000US2509870,"Quincy School District, Massachusetts",87,"563,500","+/-30,803"
R2510,9700000US2510890,"Somerville School District, Massachusetts",87,"818,100","+/-61,998"
R2510,9700000US2511130,"Springfield School District, Massachusetts",87,"198,200","+/-9,677"
R2510,9700000US2513230,"Worcester School District, Massachusetts",87,"317,800","+/-10,186"
R2510,9700000US2600015,"Wayne-Westland Community School District, Michigan",87,"153,800","+/-4,827"
R2510,9700000US2601103,"Detroit Public Schools Community District, Michigan",87,"69,300","+/-2,831"
R2510,9700000US2602820,"Ann Arbor Public Schools, Michigan",87,"405,100","+/-14,572"
R2510,9700000US2609570,"Chippewa Valley Schools, Michigan",87,"274,300","+/-12,452"
R2510,9700000US2611600,"Dearborn City School District, Michigan",87,"183,400","+/-10,357"
R2510,9700000US2614070,"Farmington Public School District, Michigan",87,"292,600","+/-16,628"
R2510,9700000US2614520,"Flint City School District, Michigan",87,"49,300","+/-4,651"
R2510,9700000US2616440,"Grand Rapids Public Schools, Michigan",87,"206,000","+/-7,706"
R2510,9700000US2619950,"Kalamazoo Public School District, Michigan",87,"172,600","+/-11,184"
R2510,9700000US2621150,"Lansing Public School District, Michigan",87,"111,500","+/-7,446"
R2510,9700000US2621840,"Livonia Public Schools, Michigan",87,"240,200","+/-5,500"
R2510,9700000US2621870,"L'Anse Creuse Public Schools, Michigan",87,"237,500","+/-14,511"
R2510,9700000US2628560,"Plymouth-Canton Community Schools, Michigan",87,"347,800","+/-10,131"
R2510,9700000US2628740,"Pontiac City School District, Michigan",87,"135,200","+/-25,548"
R2510,9700000US2628830,"Port Huron Area School District, Michigan",87,"153,500","+/-11,073"
R2510,9700000US2629940,"Rochester Community School District, Michigan",87,"394,100","+/-15,811"
R2510,9700000US2632310,"Southfield Public School District, Michigan",87,"211,200","+/-17,092"
R2510,9700000US2633540,"Taylor School District, Michigan",87,"136,300","+/-10,058"
R2510,9700000US2633870,"Traverse City Area Public Schools, Michigan",87,"295,000","+/-21,169"
R2510,9700000US2634260,"Troy School District, Michigan",87,"382,100","+/-15,737"
R2510,9700000US2634470,"Utica Community Schools, Michigan",87,"271,300","+/-8,509"
R2510,9700000US2635160,"Walled Lake Consolidated Schools, Michigan",87,"329,000","+/-14,700"
R2510,9700000US2635190,"Warren Consolidated Schools, Michigan",87,"203,900","+/-6,694"
R2510,9700000US2635310,"Waterford School District, Michigan",87,"224,700","+/-8,633"
R2510,9700000US2703180,"Anoka-Hennepin Public School District, Minnesota",87,"301,300","+/-9,821"
R2510,9700000US2705790,"Bloomington Public School District, Minnesota",87,"319,600","+/-11,244"
R2510,9700000US2707290,"Burnsville Public School District, Minnesota",87,"322,200","+/-8,035"
R2510,9700000US2708190,"Eastern Carver County Public Schools, Minnesota",87,"408,900","+/-23,004"
R2510,9700000US2711040,"Duluth Public School District, Minnesota",87,"227,500","+/-11,654"
R2510,9700000US2711370,"Elk River School District, Minnesota",87,"343,300","+/-18,380"
R2510,9700000US2714260,"Hopkins Public School District, Minnesota",87,"373,700","+/-19,330"
R2510,9700000US2718780,"Mankato Public School District, Minnesota",87,"223,900","+/-13,100"
R2510,9700000US2721240,"Minneapolis Public School District, Minnesota",87,"319,100","+/-10,073"
R2510,9700000US2722950,"Mounds View Public School District, Minnesota",87,"354,600","+/-10,844"
R2510,9700000US2723850,"North St. Paul-Maplewood-Oakdale School District, Minnesota",87,"293,000","+/-14,013"
R2510,9700000US2725200,"Osseo Public School District, Minnesota",87,"331,700","+/-10,329"
R2510,9700000US2731780,"Robbinsdale Public School District, Minnesota",87,"292,300","+/-9,560"
R2510,9700000US2731800,"Rochester Public School District, Minnesota",87,"282,200","+/-10,699"
R2510,9700000US2732390,"Rosemount-Apple Valley-Eagan, Minnesota",87,"352,800","+/-9,593"
R2510,9700000US2733510,"St. Cloud Public School District, Minnesota",87,"208,500","+/-13,851"
R2510,9700000US2733810,"South Washington County School District, Minnesota",87,"362,700","+/-16,734"
R2510,9700000US2733840,"St. Paul Public School District, Minnesota",87,"267,700","+/-6,624"
R2510,9700000US2738190,"Stillwater Area Public School District, Minnesota",87,"455,800","+/-18,083"
R2510,9700000US2742160,"Wayzata Public School District, Minnesota",87,"522,800","+/-38,280"
R2510,9700000US2801320,"DeSoto County School District, Mississippi",87,"233,500","+/-9,533"
R2510,9700000US2801770,"Harrison County School District, Mississippi",87,"162,300","+/-12,032"
R2510,9700000US2802190,"Jackson Public School District, Mississippi",87,"97,800","+/-10,882"
R2510,9700000US2802400,"Lamar County School District, Mississippi",87,"173,500","+/-18,773"
R2510,9700000US2802790,"Madison County School District, Mississippi",87,"274,800","+/-17,953"
R2510,9700000US2803830,"Rankin County School District, Mississippi",87,"215,600","+/-15,708"
R2510,9700000US2901000,"Columbia 93 School District, Missouri",87,"234,500","+/-15,167"
R2510,9700000US2905310,"Blue Springs R-IV School District, Missouri",87,"253,500","+/-13,718"
R2510,9700000US2908370,"Fort Zumwalt R-II School District, Missouri",87,"258,400","+/-10,951"
R2510,9700000US2912010,"Ferguson-Florissant R-II School District, Missouri",87,"118,600","+/-12,684"
R2510,9700000US2912300,"Fox C-6 School District, Missouri",87,"213,900","+/-18,246"
R2510,9700000US2913830,"Hazelwood School District, Missouri",87,"144,200","+/-7,287"
R2510,9700000US2915480,"Independence 30 School District, Missouri",87,"144,700","+/-9,319"
R2510,9700000US2916190,"Jefferson City Public Schools, Missouri",87,"180,600","+/-12,157"
R2510,9700000US2916400,"Kansas City 33 School District, Missouri",87,"187,100","+/-16,696"
R2510,9700000US2918300,"Lee's Summit R-VII School District, Missouri",87,"301,800","+/-18,081"
R2510,9700000US2920670,"Mehlville R-IX School District, Missouri",87,"235,500","+/-7,710"
R2510,9700000US2922800,"North Kansas City 74 School District, Missouri",87,"202,800","+/-11,742"
R2510,9700000US2923550,"Park Hill School District, Missouri",87,"300,100","+/-20,774"
R2510,9700000US2923580,"Parkway C-2 School District, Missouri",87,"347,900","+/-9,765"
R2510,9700000US2926850,"Rockwood R-VI School District, Missouri",87,"400,300","+/-16,945"
R2510,9700000US2927060,"St. Joseph School District, Missouri",87,"134,400","+/-13,533"
R2510,9700000US2928860,"Springfield R-XII School District, Missouri",87,"186,500","+/-8,179"
R2510,9700000US2928950,"Francis Howell R-III School District, Missouri",87,"285,100","+/-8,696"
R2510,9700000US2929280,"St. Louis City School District, Missouri",87,"170,800","+/-6,046"
R2510,9700000US2931650,"Wentzville R-IV School District, Missouri",87,"323,700","+/-10,987"
R2510,9700000US3172840,"Lincoln Public Schools, Nebraska",87,"230,200","+/-7,093"
R2510,9700000US3173740,"Millard Public Schools, Nebraska",87,"251,600","+/-8,441"
R2510,9700000US3174820,"Omaha Public Schools, Nebraska",87,"189,600","+/-4,916"
R2510,9700000US3175270,"Papillion-La Vista Community Schools, Nebraska",87,"281,200","+/-14,010"
R2510,9700000US3200060,"Clark County School District, Nevada",87,"365,800","+/-3,232"
R2510,9700000US3200480,"Washoe County School District, Nevada",87,"459,400","+/-8,129"
R2510,9700000US3304590,"Manchester School District, New Hampshire",87,"321,300","+/-12,098"
R2510,9700000US3304980,"Nashua School District, New Hampshire",87,"355,000","+/-15,731"
R2510,9700000US3401260,"Bayonne City School District, New Jersey",87,"404,100","+/-40,144"
R2510,9700000US3402220,"Brick Township School District, New Jersey",87,"344,400","+/-10,777"
R2510,9700000US3402640,"Camden City School District, New Jersey",87,"106,000","+/-10,296"
R2510,9700000US3403000,"Cherry Hill Township School District, New Jersey",87,"332,800","+/-13,971"
R2510,9700000US3403300,"Clifton City School District, New Jersey",87,"427,100","+/-16,807"
R2510,9700000US3404230,"East Orange City School District, New Jersey",87,"283,800","+/-30,012"
R2510,9700000US3404500,"Edison Township School District, New Jersey",87,"461,400","+/-21,114"
R2510,9700000US3404590,"Elizabeth City School District, New Jersey",87,"405,800","+/-28,969"
R2510,9700000US3405490,"Franklin Township School District, New Jersey",87,"383,700","+/-16,302"
R2510,9700000US3406540,"Hamilton Township School District, New Jersey",87,"280,600","+/-10,005"
R2510,9700000US3407830,"Jersey City School District, New Jersey",87,"487,400","+/-28,169"
R2510,9700000US3408220,"Lakewood Township School District, New Jersey",87,"317,400","+/-44,880"
R2510,9700000US3409270,"Old Bridge Township School District, New Jersey",87,"411,000","+/-25,752"
R2510,9700000US3410110,"Middletown Township School District, New Jersey",87,"495,900","+/-24,497"
R2510,9700000US3411340,"Newark City School District, New Jersey",87,"323,200","+/-22,498"
R2510,9700000US3412540,"Passaic City School District, New Jersey",87,"350,800","+/-48,465"
R2510,9700000US3412690,"Paterson City School District, New Jersey",87,"311,700","+/-23,855"
R2510,9700000US3416230,"Toms River Regional School District, New Jersey",87,"369,800","+/-15,555"
R2510,9700000US3416290,"Trenton City School District, New Jersey",87,"95,400","+/-10,016"
R2510,9700000US3416380,"Union City School District, New Jersey",87,"400,700","+/-40,089"
R2510,9700000US3418120,"Woodbridge Township School District, New Jersey",87,"374,400","+/-9,602"
R2510,9700000US3500010,"Rio Rancho Public Schools, New Mexico",87,"246,300","+/-10,702"
R2510,9700000US3500060,"Albuquerque Public Schools, New Mexico",87,"256,900","+/-6,660"
R2510,9700000US3501500,"Las Cruces Public Schools, New Mexico",87,"195,500","+/-17,632"
R2510,9700000US3502370,"Santa Fe Public Schools, New Mexico",87,"389,900","+/-18,283"
R2510,9700000US3602460,"Albany City School District, New York",87,"206,800","+/-12,232"
R2510,9700000US3605280,"Brentwood Union Free School District, New York",87,"407,100","+/-16,449"
R2510,9700000US3605850,"Buffalo City School District, New York",87,"155,200","+/-10,627"
R2510,9700000US3612630,"Greece Central School District, New York",87,"149,100","+/-5,918"
R2510,9700000US3615570,"Ithaca City School District, New York",87,"310,100","+/-23,307"
R2510,9700000US3616230,"Kenmore-Tonawanda Union Free School District, New York",87,"178,200","+/-7,621"
R2510,9700000US3619230,"Longwood Central School District, New York",87,"361,400","+/-12,668"
R2510,9700000US3620100,"Mount Vernon School District, New York",87,"439,100","+/-43,188"
R2510,9700000US3620490,"New Rochelle City School District, New York",87,"615,300","+/-49,471"
R2510,9700000US3620580,"New York City Department Of Education, New York",87,"685,700","+/-6,046"
R2510,9700000US3620700,"Newburgh City School District, New York",87,"280,300","+/-11,418"
R2510,9700000US3624750,"Rochester City School District, New York",87,"109,700","+/-8,611"
R2510,9700000US3625350,"Sachem Central School District, New York",87,"455,200","+/-7,424"
R2510,9700000US3626010,"Schenectady City School District, New York",87,"156,800","+/-10,037"
R2510,9700000US3626670,"Shenendehowa Central School District, New York",87,"326,400","+/-12,564"
R2510,9700000US3627810,"East Ramapo Central School District (Spring Valley), New York",87,"598,400","+/-36,189"
R2510,9700000US3628590,"Syracuse City School District, New York",87,"123,000","+/-8,002"
R2510,9700000US3629880,"Wappingers Central School District, New York",87,"367,000","+/-13,238"
R2510,9700000US3631470,"Williamsville Central School District, New York",87,"284,200","+/-17,783"
R2510,9700000US3631920,"Yonkers City School District, New York",87,"424,100","+/-32,119"
R2510,9700000US3700011,"Cumberland County Schools, North Carolina",87,"160,700","+/-5,514"
R2510,9700000US3700012,"Pitt County Schools, North Carolina",87,"171,100","+/-8,912"
R2510,9700000US3700030,"Alamance-Burlington Schools, North Carolina",87,"203,000","+/-11,994"
R2510,9700000US3700420,"Brunswick County Schools, North Carolina",87,"281,800","+/-12,823"
R2510,9700000US3700450,"Buncombe County Schools, North Carolina",87,"320,600","+/-17,122"
R2510,9700000US3700480,"Burke County Schools, North Carolina",87,"162,100","+/-15,014"
R2510,9700000US3700530,"Cabarrus County Schools, North Carolina",87,"298,600","+/-16,331"
R2510,9700000US3700580,"Caldwell County Schools, North Carolina",87,"163,000","+/-16,189"
R2510,9700000US3700630,"Carteret County Schools, North Carolina",87,"266,300","+/-23,680"
R2510,9700000US3700690,"Catawba County Schools, North Carolina",87,"198,300","+/-17,600"
R2510,9700000US3700720,"Chapel Hill-Carrboro Schools, North Carolina",87,"459,600","+/-31,116"
R2510,9700000US3700750,"Chatham County Schools, North Carolina",87,"386,700","+/-36,140"
R2510,9700000US3700900,"Cleveland County Schools, North Carolina",87,"142,100","+/-18,131"
R2510,9700000US3701140,"Davidson County Schools, North Carolina",87,"184,200","+/-12,207"
R2510,9700000US3701260,"Durham Public Schools, North Carolina",87,"316,700","+/-12,858"
R2510,9700000US3701500,"Forsyth County Schools, North Carolina",87,"212,200","+/-7,267"
R2510,9700000US3701530,"Franklin County Schools, North Carolina",87,"225,500","+/-23,572"
R2510,9700000US3701620,"Gaston County Schools, North Carolina",87,"210,100","+/-8,457"
R2510,9700000US3701920,"Guilford County Schools, North Carolina",87,"207,100","+/-7,188"
R2510,9700000US3702010,"Harnett County Schools, North Carolina",87,"190,000","+/-12,828"
R2510,9700000US3702100,"Henderson County Schools, North Carolina",87,"298,500","+/-15,839"
R2510,9700000US3702310,"Iredell-Statesville Schools, North Carolina",87,"250,200","+/-16,385"
R2510,9700000US3702370,"Johnston County Schools, North Carolina",87,"249,300","+/-14,548"
R2510,9700000US3702680,"Lincoln County Schools, North Carolina",87,"252,900","+/-26,041"
R2510,9700000US3702970,"Charlotte-Mecklenburg Schools, North Carolina",87,"335,100","+/-5,654"
R2510,9700000US3703090,"Moore County Schools, North Carolina",87,"300,000","+/-22,197"
R2510,9700000US3703270,"Nash-Rocky Mount Schools, North Carolina",87,"160,700","+/-6,856"
R2510,9700000US3703310,"Craven County Schools, North Carolina",87,"190,600","+/-11,930"
R2510,9700000US3703330,"New Hanover County Schools, North Carolina",87,"319,600","+/-14,650"
R2510,9700000US3703450,"Onslow County Schools, North Carolina",87,"190,500","+/-11,061"
R2510,9700000US3703780,"Randolph County Schools, North Carolina",87,"152,700","+/-10,523"
R2510,9700000US3703930,"Robeson County Schools, North Carolina",87,"88,400","+/-5,077"
R2510,9700000US3703990,"Rockingham County Schools, North Carolina",87,"151,000","+/-13,330"
R2510,9700000US3704050,"Rowan-Salisbury Schools, North Carolina",87,"199,500","+/-17,940"
R2510,9700000US3704620,"Union County Public Schools, North Carolina",87,"338,600","+/-10,267"
R2510,9700000US3704720,"Wake County Schools, North Carolina",87,"377,800","+/-6,096"
R2510,9700000US3704880,"Wayne County Public Schools, North Carolina",87,"159,300","+/-13,762"
R2510,9700000US3704950,"Wilkes County Schools, North Carolina",87,"150,700","+/-16,536"
R2510,9700000US3705020,"Wilson County Schools, North Carolina",87,"141,400","+/-21,445"
R2510,9700000US3800014,"Bismarck Public School District 1, North Dakota",87,"272,200","+/-10,913"
R2510,9700000US3806780,"Fargo Public School District 1, North Dakota",87,"233,400","+/-13,237"
R2510,9700000US3819410,"West Fargo Public School District 6, North Dakota",87,"283,800","+/-33,824"
R2510,9700000US3904348,"Akron City School District, Ohio",87,"101,000","+/-5,694"
R2510,9700000US3904375,"Cincinnati City School District, Ohio",87,"177,500","+/-12,393"
R2510,9700000US3904378,"Cleveland Municipal School District, Ohio",87,"83,600","+/-3,237"
R2510,9700000US3904380,"Columbus City School District, Ohio",87,"190,800","+/-7,613"
R2510,9700000US3904384,"Dayton City School District, Ohio",87,"82,700","+/-4,559"
R2510,9700000US3904463,"Parma City School District, Ohio",87,"155,600","+/-3,807"
R2510,9700000US3904480,"South-Western City School District, Ohio",87,"214,700","+/-8,182"
R2510,9700000US3904490,"Toledo City School District, Ohio",87,"89,100","+/-3,705"
R2510,9700000US3904504,"Westerville City School District, Ohio",87,"291,500","+/-10,864"
R2510,9700000US3904510,"Willoughby-Eastlake City School District, Ohio",87,"166,800","+/-6,424"
R2510,9700000US3904513,"Worthington City School District, Ohio",87,"302,800","+/-18,650"
R2510,9700000US3904610,"Fairfield City School District, Ohio",87,"214,000","+/-10,055"
R2510,9700000US3904611,"Lakota Local School District (Butler County), Ohio",87,"297,400","+/-9,594"
R2510,9700000US3904635,"West Clermont Local School District, Ohio",87,"209,500","+/-15,581"
R2510,9700000US3904676,"Olentangy Local School District, Ohio",87,"415,400","+/-20,141"
R2510,9700000US3904701,"Hilliard City School District, Ohio",87,"308,600","+/-14,692"
R2510,9700000US3904702,"Dublin City School District, Ohio",87,"420,200","+/-19,628"
R2510,9700000US3904736,"Northwest Local School District (Butler and Hamilton Counties), Ohio",87,"176,300","+/-11,091"
R2510,9700000US4005490,"Broken Arrow Public Schools, Oklahoma",87,"216,500","+/-8,011"
R2510,9700000US4010590,"Edmond Public Schools, Oklahoma",87,"278,600","+/-14,886"
R2510,9700000US4015720,"Jenks Public Schools, Oklahoma",87,"296,200","+/-16,831"
R2510,9700000US4017250,"Lawton Public Schools, Oklahoma",87,"132,300","+/-13,229"
